Time (S),Voltage (V)
1.4660000000000002e-05,13.140032000000001
1.4680000000000002e-05,12.515033600000002
1.4700000000000002e-05,12.827532800000002
1.4720000000000001e-05,13.140032000000001
1.4740000000000001e-05,13.140032000000001
1.4760000000000001e-05,13.140032000000001
1.478e-05,12.827532800000002
1.48e-05,13.140032000000001
1.482e-05,13.452531200000001
1.484e-05,13.452531200000001
1.486e-05,13.452531200000001
1.488e-05,13.452531200000001
1.49e-05,13.452531200000001
1.492e-05,13.452531200000001
1.494e-05,13.452531200000001
1.4959999999999999e-05,13.452531200000001
1.4979999999999999e-05,13.452531200000001
1.4999999999999999e-05,13.452531200000001
1.5020000000000002e-05,13.452531200000001
1.5040000000000002e-05,13.452531200000001
1.5060000000000001e-05,13.452531200000001
1.5080000000000001e-05,13.7650304
1.5100000000000001e-05,13.452531200000001
1.5120000000000001e-05,13.452531200000001
1.514e-05,13.452531200000001
1.516e-05,13.7650304
1.518e-05,13.452531200000001
1.52e-05,13.452531200000001
1.522e-05,13.7650304
1.524e-05,13.7650304
1.526e-05,13.7650304
1.528e-05,13.452531200000001
1.53e-05,13.452531200000001
1.532e-05,13.452531200000001
1.534e-05,13.7650304
1.5360000000000002e-05,13.7650304
1.5380000000000002e-05,13.452531200000001
1.54e-05,13.452531200000001
1.542e-05,13.452531200000001
1.544e-05,13.7650304
1.546e-05,13.452531200000001
1.548e-05,13.7650304
1.55e-05,13.7650304
1.552e-05,13.452531200000001
1.554e-05,13.7650304
1.556e-05,13.452531200000001
1.558e-05,13.7650304
1.56e-05,13.7650304
1.562e-05,13.452531200000001
1.564e-05,13.452531200000001
1.566e-05,13.452531200000001
1.568e-05,13.7650304
1.57e-05,13.7650304
1.5720000000000002e-05,13.452531200000001
1.5740000000000002e-05,13.452531200000001
1.576e-05,13.7650304
1.578e-05,13.452531200000001
1.58e-05,13.7650304
1.582e-05,13.452531200000001
1.584e-05,13.452531200000001
1.586e-05,13.7650304
1.588e-05,13.452531200000001
1.59e-05,13.7650304
1.592e-05,13.452531200000001
1.594e-05,13.452531200000001
1.596e-05,13.452531200000001
1.598e-05,13.7650304
1.6e-05,13.452531200000001
1.602e-05,13.452531200000001
1.604e-05,13.452531200000001
1.606e-05,13.452531200000001
1.6080000000000002e-05,13.452531200000001
1.6100000000000002e-05,13.452531200000001
1.612e-05,13.452531200000001
1.614e-05,13.452531200000001
1.616e-05,13.452531200000001
1.618e-05,13.452531200000001
1.62e-05,13.452531200000001
1.622e-05,13.452531200000001
1.624e-05,13.452531200000001
1.626e-05,12.827532800000002
1.628e-05,13.7650304
1.63e-05,13.452531200000001
1.632e-05,13.7650304
1.634e-05,13.452531200000001
1.636e-05,13.452531200000001
1.638e-05,12.827532800000002
1.64e-05,13.140032000000001
1.6420000000000002e-05,13.7650304
1.6440000000000002e-05,13.452531200000001
1.646e-05,13.452531200000001
1.648e-05,12.515033600000002
1.65e-05,13.140032000000001
1.652e-05,13.140032000000001
1.654e-05,13.140032000000001
1.656e-05,12.827532800000002
1.658e-05,13.140032000000001
1.66e-05,12.515033600000002
1.662e-05,13.140032000000001
1.664e-05,13.140032000000001
1.666e-05,12.827532800000002
1.668e-05,13.7650304
1.67e-05,12.827532800000002
1.672e-05,12.827532800000002
1.674e-05,13.140032000000001
1.676e-05,13.140032000000001
1.6780000000000002e-05,13.140032000000001
1.6800000000000002e-05,13.140032000000001
1.682e-05,13.140032000000001
1.684e-05,13.140032000000001
1.686e-05,13.7650304
1.688e-05,13.452531200000001
1.69e-05,13.452531200000001
1.692e-05,12.827532800000002
1.694e-05,13.452531200000001
1.696e-05,12.827532800000002
1.698e-05,13.452531200000001
1.7e-05,13.7650304
1.702e-05,13.452531200000001
1.704e-05,13.140032000000001
1.706e-05,13.452531200000001
1.708e-05,12.515033600000002
1.71e-05,13.452531200000001
1.712e-05,12.827532800000002
1.7140000000000002e-05,13.452531200000001
1.7160000000000002e-05,13.7650304
1.718e-05,13.7650304
1.72e-05,13.452531200000001
1.722e-05,13.7650304
1.724e-05,13.452531200000001
1.726e-05,13.452531200000001
1.728e-05,13.452531200000001
1.73e-05,13.452531200000001
1.732e-05,12.827532800000002
1.734e-05,13.452531200000001
1.736e-05,13.452531200000001
1.738e-05,13.452531200000001
1.74e-05,13.452531200000001
1.742e-05,13.7650304
1.744e-05,13.452531200000001
1.746e-05,13.7650304
1.7480000000000002e-05,13.7650304
1.7500000000000002e-05,13.452531200000001
1.752e-05,13.7650304
1.754e-05,13.452531200000001
1.756e-05,13.452531200000001
1.758e-05,13.7650304
1.76e-05,13.452531200000001
1.762e-05,13.452531200000001
1.764e-05,13.452531200000001
1.766e-05,13.452531200000001
1.768e-05,13.7650304
1.77e-05,13.452531200000001
1.772e-05,13.7650304
1.774e-05,13.452531200000001
1.776e-05,13.452531200000001
1.778e-05,13.452531200000001
1.78e-05,13.452531200000001
1.782e-05,13.452531200000001
1.7840000000000002e-05,13.452531200000001
1.7860000000000002e-05,13.452531200000001
